	text	emotion
3246	死于 2011 年 9 月 21 日 下午 北京 时间 15 点 50 分 ， 享年 64 ！ 很 遗憾 档国 没 让 他 过 完 10 月份 的 生日 ！ 杭州 今夜 请 为 他 哭泣 ！ 上海 今夜 请 将 他 遗忘 ！ 度人 无量 天尊 ！ 安息 吧 ！ 面疙瘩 老人家 身前 最 响亮 的 一句 话 就是 ， 上海 人 就是 要说 上海 话 ， 推广 普通话 就是 浪费时间   真的 吗 ?	sadness
3247	大 小孩 ， 小 小孩 ， 真 小孩 ， 假 大人 ， 六一 快乐 ！ 每次 一 遇到 沟通 不来 的 人 ， 我 第一个 念头 就是 ， 这 家伙 是 FC 的 吗 ？ 怎么 沟通 不 来 ~	disgust
3248	那天 我们 聊得 很 开心 ， 采访 从 １ ５ 分钟 变成 了 ６ ０ 分钟 。 每 听 完 一个 问题 ， 她 会 想 一会儿 ， 如果 是 回答 过 很多遍 的 ， 她 会 用 简单 的 几个 字来 回答 。 如果 是 比较 深度 的 问题 ， 她 先想 一会儿 ， 或者 先问 我 是 怎么 看 的 。 她 很 在意 记者 的 意见 。 听 完 了 意见 和 建议 以后 ， 她 会 微笑 、 点头 ， 并 告诉 你 ， 她 记住 了 。	like
3249	《 解梦 工具书 》 上 说 ， 梦见 被 人 追杀 ， 暗示 你 内心深处 渴望 能 把 自己 不 光彩 的 过去 抹掉 。 也就是说 ， 在 这个 梦里 ， 追杀 者 和 被 追杀 的 人 可能 都 是 你 自己 ， 你 希望 能 消灭 掉 那个 你 不愿 接受 的 自己 ， 改头换面 。	none
3250	哈师大 教授 林奇 ： 小悦悦 被 撞 后 ， 为什么 陈 贤妹 会 伸出 援手 ？ 这 绝不 是 偶然 ， 完全 是 受 教育 不够 的 结果 。 她 早年 没读 过 几天 教科书 ， 多年 来 又 忙于 谋生 ， 不 读书 不 看报 ， 不 注意 理论 学习 ， 不 主动 接受 宣传 ， 没 能 改造 世界观 ， 结果 导致 良知 未泯 ， 天性 犹存 。 网友 评论 ： 寥寥数语 ， 道破 天机 。 本博 观点 ： 没 那么 简单 … …	none
3251	你 的 扣扣 有 那么 常用 么 ... 我会 把 微博 放进去 -   - 这 几个 么 ? 谢谢 了 亲 ^ ^ ( 那个   界面 感觉 有点像 3.1 . 2 -   - 可能 是 我 眼花 了 )	like
3252	这次 的 出行 超有 归属感 ！ 「 14 ， 15 ， 16 北京 - 长沙 」 「 17 ， 18 长沙 - 汕头 」 「 19 ， 20 汕头 - 长沙 」 ！ 重点 来 咯 「 21 长沙 - 郑州 」 ！ 回家 过年 咯 ！ ！ 哈哈 ！ 放假 啦 ！	happiness
3253	每个 人 的 初恋 ， 大都 十分 纯情 。 跨过 了 初恋 ， 爱情 就 生出 了 很多 姿态 。 有人 变得 风流 ， 见 一个 爱 一个 ； 有人 冷漠 ， 再 不会 拿出 真心 爱 第二个 人 ； 不是 每个 人 ， 都 适合 和 你 白头到老 。 有 的 人 ， 是 拿来 成长 的 ； 有 的 人 ， 是 拿来 一起 生活 的 ； 有 的 人 ， 是 拿来 一辈子 怀念 的 ； 谁 是 你 拿来 爱 的 人 ， 蓦然回首 ， 你 寻见 了 吗 ？	none
3254	未婚夫 、 男友 、 情人 、 蓝颜 一桌 打牌 ， 女人 倒水 出来 ， 被 障碍物 绊倒 ， 腿 被 碎玻璃 划伤 。 未婚夫 急忙 起身 把 女人 抱到 沙发 上 ， 男友 跑 去 拿 医药箱 ，   情人 在 一边 哄 女人 一边 咒骂 障碍物 ，   蓝颜 默默 的 收拾 好 地上 的 残局 ， 再 倒好 水 坐在 不远 不近 的 地方 ， 心疼 …	none
3255	六一 儿童节 到 了 。 总以为 ， 小朋友 才 是 儿童节 的 主角 。 其实 只要 有 一颗 未泯 童心 ， 谁 都 是 主角 ！ 时间 悄悄 偷走 了 我们 的 童年 ， 顺便 也 带走 了 我们 单纯 和 稚气 。 我 希望 无论是 我们 80 后 ， 还是 70 后 ， 都 可以 一直 保持 着 一份 童心 ， 一份 简单 。	like
3256	有人 说 ， 世上 有 一种 没有 脚 的 鸟 ， 不停 地飞 。 我 想 ， 其实 鸟 是 有 脚 的 ， 只是 不想 停 罢 。 我 也 很 想 你 ， 但 不想 停下 ， 怕 停下 再也 不想 飞 。 亲爱 的 ， 我 看到 你 思念 中 的 笑 ， 因为 你 明白 ： 一旦 停下 ， 我 再也 就 不会 飞 ， 永远 停留 在 你 身边   … … 当 我们 不约而同 地 抬起 一片 天空 ， 凝望 寂寞 中 明白 ： 爱 ， 总是 在 甜蜜 与 煎熬 中 飞过 ！	sadness
3257	在 机场 的 上 岛 咖啡 遇到 张杰 谢娜 夫妇 及 他们 两家 人 ！ ！ ！ 哈哈 ！ ！ 他们 是 才 办完 酒席 还是 正 准备 去 办 啊 ？ ？ 还 和 我们 坐 同一 班 航班 回 长沙 ？ ？ ？	happiness
3258	演 什么 电视剧 啊 ！ ！ ！ 好好 给 我 唱歌 啊 ！ ！ ！ 这才 是 你 的 舞台 啊 ！ ！ ！ 18 岁 还 没到 啊 有 木有 ！ ！ ！ 一脚 把 内 啥 艾薇儿 踹 飞 了 给 ！ ！ ！	disgust
3259	上午 药家鑫 终审 宣判 死刑 后 ， 据说 法院 外有 放鞭炮 的 ， 晚上 富士康 就 爆炸 了 ， 这个 故事 告诉 我们 ， 市区 内 应该 禁止 燃放烟花 爆竹 ， 崩 那么 老远 。 。 。	none
3260	告别 城市 的 喧嚣 与 浮躁 , 回归 到 生活 最本 真的 状态 ； 放弃 灯红酒绿 、 纸醉金迷 , 寻找 一片 心灵 的 净 ； 摆脱 世俗 的 束缚 , 拥有 天马行空 般的 自由自在 ． ． ． ． ． ．	none
3261	我 相信 这 世界 上 ， 有些 人 有些 事 有些 爱 ， 再 见到 的 第一次 ， 就 注定 要 羁绊 一生 ， 就 注定 像 一棵树 一样 ， 生长 在 心里 ， 生生世世 。	none
3262	吕剧 《 大唐 黜 官记   》 ， 这戏 很 不错 。 从 编剧 到 导演 都 处理 的 很 流畅 。 特别 难得 的 是 很 戏曲 。 站 在 台上 的 每个 演员 时刻 带戏 ， 一看 就 磨 的 很 细 。 老生 老旦 小生 花旦 小花脸 满台 生辉 ， 省 吕 剧院 整体 演员 实力 不俗 ， 武戏 功底 弱些 。	like
3263	做 慈善事业 ， 是 自己 实践 善行 ， 帮助 别人 就是 帮助 自己 ， 成就 别人 就是 成就 自己 。 一切 功德 从 众生 份 上 而 得 。 — — 学诚 法师	none
3264	中国电信 ( @ 中国电信 )   为什么 客户 需要 安装 宽带 的 时候 客服 总是 能 提供 客户经理 的 联系方式 ， 而 宽带 出现 故障 需要 尽快 处理 的 时候 客服 除了 能 让 客户 等待 之外 别无他法 ？ 不要 用 官话 ， 客户 不是 傻子 ！	anger
3265	一月 一次 的 催 专栏 日 … … @ 夏 七夕 CC   这 是 我 本月 最后 一次 催 你 了 … … 你 看着办 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！	anger
3266	破 孩子 ~ 别 又 哭 ， 你 以为 你 是 死 胖子 啊 ？ 你 以为 你 杰拉德 附体 了 ？ 比赛 踢 了 99 分钟 ， 你 跑 了 98 分 ， 剩下 一分 被 人 铲 的 满地 打滚 ， 你 不累 啊 ？ 你 那 小 短腿 是 要 跑 断 啊 ？ 你 以为 你 谁 啊 ？ 你 就 一小 P 孩 ！ 人家 有伤 不能 坚持 ， 你 就 能 啊 ？ 你 没伤 啊 ？ 你 不 疼 啊 ？ [ 泪   [ 泪 ]   气死我了 ， 英格兰 怎 麽 尽出 了 这么 一堆 跑 货 ！	anger
3267	团购 网站 的 转换率 达到 5% 就 已经 算是 很 高 了 — — 糯米 网 总经理 @ 沈博阳   在 接受 @ 广告主 杂志   采访 时 如是说 。 自 认为 这个 数据 好 残酷 ， 你们 觉得 呢 ？ [ 疑问 ]	none
3268	"为什么 发廊 的 人 都 那么 聒噪 呢 ? 洗 个头 之 嘛 还 硬 要 搭讪 说 我 "" 头 很重 "" , 请问 我要 怎么 接 话 ? ? 你 才 头重 你 全家 头 都 重 ! !   [ 哼 ]"	anger
3269	爷 就是 个 疯子 ， 就 爱 大声 笑 ， 大声 闹 ， 不会 含情脉脉 ， 也 不会 小 口吃 东西 ， 爷 活着 舒服 自 在 ！ 你们 爱 怎么 想 怎么 想 ！ ！ ！	like
3270	小区业主 合法 维权 ， 要求 撤销 的 停车 咪表 过高 收费 的 诉求 ： 每 小时 8 元 ， 每月 封顶 1500 元 的 停车费 用 高于 小区 物业 保安 的 月工资 收入 。 福州 最低 保障 生活费 才 几百元	none
3271	做 一个 有 爱人 的 女子 ， 找 一个 爱人 ， 你 最后 的 男人 。 你 爱 的 ， 爱 你 的 ， 真心 的 ， 尊重 你 的 选择 ， 看穿 你 的 逞强 ， 体贴 你 的 孤单 ， 保护 你 的 自尊 ， 心疼 你 的 脆弱 ， 善良 、 正直 ， 有 教养 ； 不 求 帅气 多金 ， 只愿 有 聪明 的 头脑 和 上进心 ； 你 是 他 唯一 的 女人 ， 最后 的 女人 ， 让 你 无微不至 的 宠 溺 ， 给 你 白头偕老 的 爱情 。	none
3272	人生 总是 在 苦恼 中 循环往复 挣扎 不 出 ： 一是 得不到 的 想得到 ， 二是 得到 的 又 怕 失去 ， 三是 总 觉得 别人 得到 的 比 自己 得到 的 要 好 。 不过 最大 的 悲哀 莫过于 得到 的 原来 不是 自己 真正 想要 的 。	none
3273	胡总快 到 光谷 前 十分钟 ， 整个 广场 是 静止 的 ！ ！ ！ 警察 要 所有人 都 不让 自由 走动 ！ 我们 平时 对 他们 不耐烦 ， 不爽 ， 当 我们 这个 国家 的 象征 来到 我们 身边 时 ， 大家 不由得 驻足 观望 ， 这是 为啥 ！ 应该 是 一种 巨大 的 气场 笼罩 在 我们 周围 ！	like
3274	福建 与 北京 、 天津 、 内蒙古 、 辽宁 、 安徽 、 湖南 、 重庆 、 云南 、 甘肃 、 贵州 、 四川 、 吉林 、 黑龙江 、 江苏 、 浙江 、 江西 、 广东 、 青海 、 新疆 等 19 个省 、 自治区 、 直辖市 实现 交通 违法 信息 共享 。	none
3275	还 记得 上星期 的 今天 吗 ? 是 在 学校 的 最后 一个 晚上 , 我 迟 了 一步 , 能 看到 吗 ? 为何 没 反应 ? 不 懂 . 那天 整晚 睡不着 .	surprise
3276	爸爸 ： 把 成绩单 拿来 看看 。 小强 磨蹭 半天 才 把 成绩单 拿来 。 爸爸 ： 地理 57 ， 历史 58 ， 政治 59 ！ 上课 都 在 干嘛 ？ 小强 ： 考题 太 偏太难 。 爸爸 ： 偏 在 哪里 ？ 难 在 哪里 ？ 小强 ： 地理 考 的 是 我 没 去过 的 地方 ， 历史 考 的 是 我 出生 前 的 事 ， 政治 我 又 没去 开过 会 ， 怎么 知道 ？	none
3277	今日 门诊 看 了 一位 60 岁 左右 的 女性 患者 ， 主要 是 腰痛 和 膝关节 痛 ， 考虑 还是 退行性 关节炎 引起 。 她 是 一位 退休 的 老师 ， 年轻 的 时候 带 孩子 很 辛苦 ， 现在 退下来 有 时间 了 ， 也 有 一些 积蓄 ， 刚 准备 享受 退休 后 生活 ， 但 却 受到 骨骼 肌肉 系统疾病 的 困扰 ， 影响 了 她 的 生活 质量 。 让 老年 生活 远离 疼痛 ， 我们 任重道远 。	like
3278	朴特 和 金希澈 去 人气 歌谣 给 fx 助兴 有没有 TTTTT   金希澈 红衣服 有没有 TTT   泥码 我 却 在 温哥华 酒店 里面 苦 逼 的 掉线 掉线 掉线 掉线 TTTTTT 整理 图 整理 图 整理 图 TTTTTT   连个 修图 的 时间 都 没有 TTT	anger
3279	好 热 ， 昨晚 没睡 好 ， 做 了 个 噩梦 ， 还好 会 醒过来 ， 梦里 痛苦 挣扎 ， 以为 挣扎 不 过来 ， 吓死 我 ！ 醒来 就 没 再 睡着 了 ， 全身 都 是 汗	fear
3280	终于 看到 一个 帖子 在 发酵 。 明明 是 跟随 旅行社 在 沪 旅游 时 在 城隍庙 走失 。 却 偏偏 不说 清楚 ， 反而 挂 上 世博会 。 某位 精英 大师 就 这么 转 了 。 于是 跟 转 的 许多 人 矛头 就 直指 世博会 。 这样 似是而非 的 帖子 慢慢 就 变成 声讨 世博会 了 。 也许 博主 真是 无意 。 但 就是 这种 辗转 发酵 ， 造就 了 一个 新 的 谣言	disgust
3281	990 早 新闻 ： 全国人大常委会 审议 个人所得税法 修正案 草案 ， 起征点 依然 维持 3000 元 不变 ； 1 级 税率 由 5% 改为 3 ％ ， 以 进一步 降低 较 低收入 人群 税负 。	none
3282	狮子座 很 随和 很 热情 ， 却 始终 对于 复杂 而 充满 着 尔虞我诈 的 社会 不得 章法 ， 尽管 这 让 很多 人 产生 了 错觉 。 作为 狮子座 的 朋友 来说 ， 你 会 感到 很 轻松 ， 因为 你 不必 担心 TA 们 热情 背后 深藏 着 不齿 的 邪恶 。 但是 如果 你 是 狮子座 本身 ， 显然 你 的 毫无 目的 的 热情 给 你 带来 了 很多 不便 。 简单 的 一点 ， 你 不 知道 之后 该 做些 什么 。	none
3283	今晚 《 王刚 讲故事 - 监控 录像 里 的 罪恶 》 ： 2 月 8 日 彭 高峰 找到 了 被 拐 失散 三年 的 儿子 乐乐 。 三年 前 ， 《 王刚 讲故事 》 采访 过 彭 高峰 一家 ， 乐乐 是 怎样 被 拐走 的 ， 一家人 经历 了 怎样 的 撕心裂肺 的 日子 ？ 怎样 看待 微博 解救 被 拐卖儿童 行动 ？ 您 会 和 我们 一样 伸出 援助 之手 吗 ？ 参与 微博 互动 ， 有 机会 获王 刚 签名 记事本 一个	none
3284	这个 父亲节 和 我 的 生日 凑 在 一块 咯 ， 哈哈 ！ ！ 我 的 节日 ， 我 也 是 父亲 啊 ！ ！ 所以 祝 我 和 我 的 父亲 节日快乐 ， 也 感谢 妈妈 30 几年 前生 下 我 ， 养育 我 ！ ！ ！	happiness
3285	哎 ！ 我 这 脑子 真 不够 用 ！ 晚饭 参加 朋友 聚会 ， 一位 大哥 送给 社长 和 我 的 字画 礼物 竟然 先 走时 忘记 拿 了 ！ 哎 ！ 问 了 半天 才 知道 这位 大哥 走时 帮着 又 收 起来 了 。 哎 ！ 真是 恼 自己 ！ 给 这位 大哥 发了 短信 ， 希望 见谅 。 哎 ！	sadness
3286	材料 ： 全脂 牛奶 300ML ， 鸡蛋 3 个 ， 白糖 30 克 ， 草莓 三个 。 做法 ： 1 ） 鸡蛋 内加 白糖 ， 打散 备用 。 草莓 洗净 切片 备用 。 2 ） 牛奶 倒入 蛋液 中 ， 倒入 时用 筷子 充分 搅匀 ， 3 ） 搅好 的 牛奶 鸡蛋 液 过滤 两次 ，   水 下锅 ， （ 锅盖 留 一条 小缝 ） 水开 后 蒸 15 分钟 ， 关火后 焖 2 分钟 后 开盖 ， 放入 草莓 片 即可 。	none
3287	这 收费 地形图 看着 是 够 瘆 人 的 [ 衰 ] / / @ 于海青 ： 这些 过桥 收费处 将会 耗尽 越南 兵 的 所有 供给 线 ， 然后 只 需 北京 一个 区 的 城管 执法 大队 就够 了 。	disgust
3288	明天 开始 就 不能 上网 了 ， 提前 和 朋友 们 说 声 兔年 快乐 ！ 身体 当然 要 健康 ， 工作 一定 要 顺利 ， 新 的 一年 里 神马 都 给 力 ！ [ 鼓掌 ] [ 兔子 ] [ 微笑 ] [ 微笑 ]	happiness
3289	娜塔丽 - 波特曼 （ Natalie   Portman ） 凭 《 黑天鹅 》 （ Black   Swan   ） 获 奥斯卡 最佳 女主角 ！	none
3290	人生 三件 事 ： 学会 关门   学会 计算   学会 放弃 。 学说 三句话 ： 算了 ！ 不要紧 ！ 会 过去 的 ！ 学会 三乐 ： 助人为乐   知足常乐   自得其乐 。	none
3291	我 见到 老大 了 ， 见到 大头 粑 粑 ， 见到 晓晨 了 ， 我得瑟 啊 。 我 像 老大 招手 了 ， 老大 点头 ， 招手 了 。 三人组 啊 ！ 不是 很 清楚 啊 ！ 抱歉	happiness
3292	今天 是 个 跟 你 有关 的 日子 ， 可 我 的 画面 怎么 出现 跟 你 住 同一 房间 的 情景 ？ ！ 祝贺 的 词 太 俗气 ， ， 马莎 ： 生日快乐 ！ [ 太 开心 ]	happiness
3293	高考 语文 作文 真 她 妹 变态 ， 身边 很多 人 没 写 完 ， 出门 时候 还 看到 有人 因为 没写 完哭 了 … 幸亏 昨天晚上 看 了 一晚 政治 ， 今天 写作文 把 政治 生活 、 普遍 联系 、 事物 发展 能动性 、 整体 与 部分 知识点 都 套 作文 里 了 ， 最后 还 剩 5 分钟 时候 惊险 的 写 完 了 … …	anger
3294	再 看一遍 《 社交 网络 The   Social   Network   》 依然 热血沸腾   好像 来 一场 这部 电影 的 讨论会 啊 ！ 交流 交流 ~	happiness
3295	亚运 带给 了 我 改变 的 理由 ！ 蓝天 美景 、 顺畅 交通 是 亚运 赐予 广州 的 礼物 ， 对 我 而言 ， 真正 让 我 动情 的 是 无私 的 亚运 志愿者 ， 他们 的 一举一动 深深 影响 了 我 。 为了 亚运 ， 我 改变 了 自私 （ 让座 ） ， 为了 亚运 ， 我 改变 了 内敛 （ 指路 ） ， 为了 亚运 ， 我 改变 了 野蛮 （ 守序 ） 。 亚运 让 我 明白 中国 正在 影响 世界 ， 而 我 可以 影响 中国 ！	like
3296	三月 mbox 合肥 电视台 影院 频道 奥斯卡 经典 最佳影片 回顾 ！ 每个 周末 献上 四部 佳片 ， 预告 集中 在 此 ！ 大家 快 来 转发 吧 ， 有 惊喜 哦 ！ @ 统计 评论	happiness
3297	挤 公交 是 包含 散打 、 瑜珈 、 柔道 、 平衡木 等 多种 体育 和 健身 项目 于 一体 的 综合性 运动 。 除非 你 hold 得 住 又 move 得 回来 。 。 不然 实在 是 不 Fashion ！ ~	none
3298	其实 早 淘汰 了 [ 泪 ]   因为 嘿受 不是 皇马 粉   大 皇马 的 比分 都 是 我 到 公司 了 之后 告诉 她 的   她 心中 早就 没 了 她 的 卡卡 她 的 CR 她 的 水哥 她 的 鸟叔   她 现在 只有 她 的 特摄	like
3299	可恶   我们 不能 再 做 沉默 的 羔羊   补课 竟然 补到 月末   小年 也 不 放假   正月 十四 还要 上课   我们 很 生气   很 闹心   我们 几乎 相当于 包身工   早上 天不亮 就 出门 上学 晚上 天 很 黑 才 回来   当今 教育   也 不顾 我们 的 心理   一味 的 榨取   可 换回 的 是 什么   狠收 补课费   我们 决定 告到 教育厅   实在 不行 上 电视   借助 媒体   家长 的 心声 也 如此	anger
3300	海豚 湾 不见不散 — — 坐落于 距离 澳洲 阳光 之 都 澳大利亚 布里斯班 30 公里 处 的 海面 上 ， 有 一个 小岛 叫摩顿 岛 。 每到 傍晚 都 有 一群 野生 的 宽 吻 海豚 如约 而 至 ， 游 到 度假村 的 海滩 边 觅食 、 嬉戏 。 几十年如一日 ， 不管 刮风 还是 下雨 ， 都 坚守 着 这个 约会 ， 不见不散 。	none
3301	只是 我 看到 这马 卡龙时 ， 很 期待 的 问 ： 能 帮 我 拿 几颗 吗 ， 服务生 说 ＂ 很 抱歉 小姐 ， 只 拿来 摆设 ， 不 提供 给 客人 吃 ＂ ... 我 很 囧 ~	sadness
3302	Vans   x   MadeMe   Camryn   合作 的 Vans 十字 补丁 限量版 。 。 小笨 穿 的 可美 了   准备 美代 一双   各位 觉得 美貌 不 ？ ？	like
